questionID,isFree,category,subCategory,conceptID,format,prompt,correctChoice,sourceIDs,lawBasis,subject,timing,numbers,exceptions,distractors,explanations,reviewer,reviewedAt,decision,notes
takken2026.v26.gyoho.0238,False,宅建業法,報酬規制,official.gyoho.eec76a.084,true_false,"【報酬規制】次の記述は正しいですか。
依頼者の同意があっても、法定上限を超える報酬を受け取ることはできます。",誤り,egov.takken,,,,,,,,,,,
takken2026.v26.gyoho.0239,False,宅建業法,報酬規制,official.gyoho.eec76a.084,multiple_choice,【報酬規制】「同意があっても上限超え不可」に関する次の記述のうち、正しいものを選んでください。,依頼者の同意があっても、法定上限を超える報酬を受け取ることはできません。,egov.takken,,,,,,,,,,,
takken2026.v26.gyoho.0240,False,宅建業法,報酬規制,official.gyoho.eec76a.084,case_study,【報酬規制・事例】宅建業者Aが依頼者Bから不動産取引の媒介報酬を受け取ろうとしています。 次の記述のうち、最も適切なものを選んでください。,依頼者の同意があっても、法定上限を超える報酬を受け取ることはできません。,egov.takken,,,,,,,,,,,
takken2026.v26.gyoho.0241,False,宅建業法,報酬規制,official.gyoho.eec76a.085,true_false,"【報酬規制】次の記述は正しいですか。
200万円以下の部分には5%の率が使われます。",正しい,egov.takken,,,,,,,,,,,
takken2026.v26.gyoho.0242,False,宅建業法,報酬規制,official.gyoho.eec76a.085,number_choice,【報酬規制・数値】売買価格200万円以下の部分に用いる報酬率は何%か。,5%,egov.takken,,,,,,,,,,,
takken2026.v26.gyoho.0243,False,宅建業法,報酬規制,official.gyoho.eec76a.085,multiple_choice,【報酬規制】「200万円以下は5%」に関する次の記述のうち、正しいものを選んでください。,200万円以下の部分には5%の率が使われます。,egov.takken,,,,,,,,,,,
takken2026.v26.gyoho.0244,False,宅建業法,報酬規制,official.gyoho.eec76a.086,true_false,"【報酬規制】次の記述は正しいですか。
通常の広告費は報酬に含まれませんが、特別依頼による広告費等は別途請求できる場合があります。",誤り,egov.takken,,,,,,,,,,,
takken2026.v26.gyoho.0245,False,宅建業法,報酬規制,official.gyoho.eec76a.086,wording_contrast,【報酬規制】「通常広告費は原則報酬内」について、正確な記述を選んでください。,通常の広告費は報酬に含まれますが、特別依頼による広告費等は別途請求できる場合があります。,egov.takken,,,,,,,,,,,
takken2026.v26.gyoho.0246,False,宅建業法,媒介契約,official.gyoho.b484e7.087,wording_contrast,【媒介契約】「媒介契約書は遅滞なく交付」について、正確な記述を選んでください。,売買・交換の媒介契約では、宅建業者は遅滞なく媒介契約書を交付します。,egov.takken,,,,,,,,,,,
takken2026.v26.gyoho.0247,False,宅建業法,媒介契約,official.gyoho.b484e7.087,multiple_choice,【媒介契約】「媒介契約書は遅滞なく交付」に関する次の記述のうち、正しいものを選んでください。,売買・交換の媒介契約では、宅建業者は遅滞なく媒介契約書を交付します。,egov.takken,,,,,,,,,,,
takken2026.v26.gyoho.0248,False,宅建業法,媒介契約,official.gyoho.b484e7.087,case_study,【媒介契約・事例】売主Aが宅建業者Bへ宅地売却の媒介を依頼しました。 次の記述のうち、最も適切なものを選んでください。,売買・交換の媒介契約では、宅建業者は遅滞なく媒介契約書を交付します。,egov.takken,,,,,,,,,,,
takken2026.v26.gyoho.0249,False,宅建業法,報酬規制,official.gyoho.b484e7.088,number_choice,【報酬規制・数値】価格800万円以下の低廉な空家等の売買媒介で、依頼者一方から受けられる報酬の税込上限はいくらですか。,33万円,mlit.transaction,,,,,,,,,,,
takken2026.v26.gyoho.0250,False,宅建業法,報酬規制,official.gyoho.b484e7.088,multiple_choice,【報酬規制】「低廉な空家等は33万円まで」に関する次の記述のうち、正しいものを選んでください。,価格800万円以下の低廉な空家等の売買媒介では、あらかじめ合意すれば、依頼者一方から税込33万円まで受領できます。,mlit.transaction,,,,,,,,,,,
takken2026.v26.gyoho.0251,True,宅建業法,報酬規制,official.gyoho.b484e7.088,case_study,【報酬規制・事例】宅建業者Aが依頼者Bから不動産取引の媒介報酬を受け取ろうとしています。 次の記述のうち、最も適切なものを選んでください。,価格800万円以下の低廉な空家等の売買媒介では、あらかじめ合意すれば、依頼者一方から税込33万円まで受領できます。,mlit.transaction,,,,,,,,,,,
takken2026.v26.gyoho.0252,False,宅建業法,媒介契約,official.gyoho.b484e7.089,true_false,"【媒介契約】次の記述は正しいですか。
媒介契約書には、目的物、価額、報酬、契約期間などの事項を記載する必要はありません。",誤り,egov.takken,,,,,,,,,,,
takken2026.v26.gyoho.0253,False,宅建業法,媒介契約,official.gyoho.b484e7.089,wording_contrast,【媒介契約】「媒介契約書の記載事項」について、正確な記述を選んでください。,媒介契約書には、目的物、価額、報酬、契約期間などの事項を記載します。,egov.takken,,,,,,,,,,,
takken2026.v26.gyoho.0254,False,宅建業法,媒介契約,official.gyoho.b484e7.089,multiple_choice,【媒介契約】「媒介契約書の記載事項」に関する次の記述のうち、正しいものを選んでください。,媒介契約書には、目的物、価額、報酬、契約期間などの事項を記載します。,egov.takken,,,,,,,,,,,
takken2026.v26.gyoho.0255,False,宅建業法,媒介契約,official.gyoho.b484e7.090,true_false,"【媒介契約】次の記述は正しいですか。
宅建業法の媒介契約に関する規制は、宅地・建物の売買または交換の媒介契約に適用されません。",誤り,egov.takken,,,,,,,,,,,
takken2026.v26.gyoho.0256,False,宅建業法,媒介契約,official.gyoho.b484e7.090,multiple_choice,【媒介契約】「媒介契約規制の対象」に関する次の記述のうち、正しいものを選んでください。,宅建業法の媒介契約に関する規制は、宅地・建物の売買または交換の媒介契約に適用されます。,egov.takken,,,,,,,,,,,
takken2026.v26.gyoho.0257,False,宅建業法,媒介契約,official.gyoho.b484e7.090,case_study,【媒介契約・事例】売主Aが宅建業者Bへ宅地売却の媒介を依頼しました。 次の記述のうち、最も適切なものを選んでください。,宅建業法の媒介契約に関する規制は、宅地・建物の売買または交換の媒介契約に適用されます。,egov.takken,,,,,,,,,,,
takken2026.v26.gyoho.0258,False,宅建業法,媒介契約,official.gyoho.b484e7.091,number_choice,【媒介契約・数値】専任媒介契約の有効期間の上限は何か月か。,3か月,egov.takken,,,,,,,,,,,
takken2026.v26.gyoho.0259,False,宅建業法,媒介契約,official.gyoho.b484e7.091,multiple_choice,【媒介契約】「専任は最長3か月」に関する次の記述のうち、正しいものを選んでください。,専任媒介契約の有効期間は3か月を超えることができません。,egov.takken,,,,,,,,,,,
takken2026.v26.gyoho.0260,False,宅建業法,媒介契約,official.gyoho.b484e7.091,case_study,【媒介契約・事例】売主Aが宅建業者Bへ宅地売却の媒介を依頼しました。 次の記述のうち、最も適切なものを選んでください。,専任媒介契約の有効期間は3か月を超えることができません。,egov.takken,,,,,,,,,,,
takken2026.v26.gyoho.0261,False,宅建業法,媒介契約,official.gyoho.b484e7.092,true_false,"【媒介契約】次の記述は正しいですか。
専属専任媒介契約も専任媒介契約の一種であり、有効期間は3か月以内です。",正しい,egov.takken,,,,,,,,,,,
takken2026.v26.gyoho.0262,False,宅建業法,媒介契約,official.gyoho.b484e7.092,number_choice,【媒介契約・数値】専属専任媒介契約の有効期間の上限は何か月か。,3か月,egov.takken,,,,,,,,,,,
takken2026.v26.gyoho.0263,False,宅建業法,媒介契約,official.gyoho.b484e7.092,multiple_choice,【媒介契約】「専属専任も最長3か月」に関する次の記述のうち、正しいものを選んでください。,専属専任媒介契約も専任媒介契約の一種であり、有効期間は3か月以内です。,egov.takken,,,,,,,,,,,
takken2026.v26.gyoho.0264,False,宅建業法,媒介契約,official.gyoho.b484e7.092,case_study,【媒介契約・事例】売主Aが宅建業者Bへ宅地売却の媒介を依頼しました。 次の記述のうち、最も適切なものを選んでください。,専属専任媒介契約も専任媒介契約の一種であり、有効期間は3か月以内です。,egov.takken,,,,,,,,,,,
takken2026.v26.gyoho.0265,False,宅建業法,媒介契約,official.gyoho.b484e7.093,number_choice,【媒介契約・数値】専任媒介契約の業務報告は、少なくとも何週間に1回必要か。,2週間,egov.takken,,,,,,,,,,,
takken2026.v26.gyoho.0266,True,宅建業法,媒介契約,official.gyoho.b484e7.093,multiple_choice,【媒介契約】「専任は2週間に1回以上」に関する次の記述のうち、正しいものを選んでください。,専任媒介契約では、2週間に1回以上の業務報告が必要です。,egov.takken,,,,,,,,,,,
takken2026.v26.gyoho.0267,False,宅建業法,媒介契約,official.gyoho.b484e7.093,case_study,【媒介契約・事例】売主Aが宅建業者Bへ宅地売却の媒介を依頼しました。 次の記述のうち、最も適切なものを選んでください。,専任媒介契約では、2週間に1回以上の業務報告が必要です。,egov.takken,,,,,,,,,,,
takken2026.v26.gyoho.0268,True,宅建業法,媒介契約,official.gyoho.b484e7.094,number_choice,【媒介契約・数値】専属専任媒介契約の業務報告は、少なくとも何週間に1回必要か。,1週間,egov.takken,,,,,,,,,,,
takken2026.v26.gyoho.0269,False,宅建業法,媒介契約,official.gyoho.b484e7.094,multiple_choice,【媒介契約】「専属専任は1週間に1回以上」に関する次の記述のうち、正しいものを選んでください。,専属専任媒介契約では1週間に1回以上の業務報告が必要です。,egov.takken,,,,,,,,,,,
takken2026.v26.gyoho.0270,False,宅建業法,媒介契約,official.gyoho.b484e7.094,case_study,【媒介契約・事例】売主Aが宅建業者Bへ宅地売却の媒介を依頼しました。 次の記述のうち、最も適切なものを選んでください。,専属専任媒介契約では1週間に1回以上の業務報告が必要です。,egov.takken,,,,,,,,,,,
takken2026.v26.gyoho.0271,False,宅建業法,媒介契約,official.gyoho.b484e7.095,true_false,"【媒介契約】次の記述は正しいですか。
専任媒介契約では、休業日を除き3日以内に指定流通機構へ登録します。",誤り,egov.takken,,,,,,,,,,,
takken2026.v26.gyoho.0272,False,宅建業法,媒介契約,official.gyoho.b484e7.095,number_choice,【媒介契約・数値】専任媒介契約で指定流通機構へ登録する期限は、休業日を除き何日以内か。,7日,egov.takken,,,,,,,,,,,
takken2026.v26.gyoho.0273,True,宅建業法,媒介契約,official.gyoho.b484e7.095,multiple_choice,【媒介契約】「専任は7日以内」に関する次の記述のうち、正しいものを選んでください。,専任媒介契約では、休業日を除き7日以内に指定流通機構へ登録します。,egov.takken,,,,,,,,,,,
takken2026.v26.gyoho.0274,False,宅建業法,媒介契約,official.gyoho.b484e7.096,true_false,"【媒介契約】次の記述は正しいですか。
専任媒介契約では、依頼者は他の宅建業者に重ねて依頼できます。",誤り,egov.takken,,,,,,,,,,,
takken2026.v26.gyoho.0275,False,宅建業法,媒介契約,official.gyoho.b484e7.096,wording_contrast,【媒介契約】「専任は他業者依頼不可」について、正確な記述を選んでください。,専任媒介契約では、依頼者は他の宅建業者に重ねて依頼できません。,egov.takken,,,,,,,,,,,
takken2026.v26.gyoho.0276,False,宅建業法,媒介契約,official.gyoho.b484e7.096,multiple_choice,【媒介契約】「専任は他業者依頼不可」に関する次の記述のうち、正しいものを選んでください。,専任媒介契約では、依頼者は他の宅建業者に重ねて依頼できません。,egov.takken,,,,,,,,,,,
takken2026.v26.gyoho.0277,False,宅建業法,媒介契約,official.gyoho.b484e7.097,true_false,"【媒介契約】次の記述は正しいですか。
専属専任媒介契約では、依頼者が自ら発見した相手方と直接契約することは制限されます。",正しい,egov.takken,,,,,,,,,,,
takken2026.v26.gyoho.0278,False,宅建業法,媒介契約,official.gyoho.b484e7.097,wording_contrast,【媒介契約】「専属専任の自己発見取引」について、正確な記述を選んでください。,専属専任媒介契約では、依頼者が自ら発見した相手方と直接契約することは制限されます。,egov.takken,,,,,,,,,,,
takken2026.v26.gyoho.0279,False,宅建業法,媒介契約,official.gyoho.b484e7.098,true_false,"【媒介契約】次の記述は正しいですか。
指定流通機構へ物件を登録した宅建業者は、登録を証する書面を遅滞なく依頼者へ交付します。",正しい,egov.takken,,,,,,,,,,,
takken2026.v26.gyoho.0280,False,宅建業法,媒介契約,official.gyoho.b484e7.098,multiple_choice,【媒介契約】「レインズ登録証明書を交付」に関する次の記述のうち、正しいものを選んでください。,指定流通機構へ物件を登録した宅建業者は、登録を証する書面を遅滞なく依頼者へ交付します。,egov.takken,,,,,,,,,,,
takken2026.v26.gyoho.0281,True,宅建業法,媒介契約,official.gyoho.b484e7.098,case_study,【媒介契約・事例】売主Aが宅建業者Bへ宅地売却の媒介を依頼しました。 次の記述のうち、最も適切なものを選んでください。,指定流通機構へ物件を登録した宅建業者は、登録を証する書面を遅滞なく依頼者へ交付します。,egov.takken,,,,,,,,,,,
takken2026.v26.gyoho.0282,False,宅建業法,媒介契約,official.gyoho.b484e7.099,true_false,"【媒介契約】次の記述は正しいですか。
専任媒介契約の更新は、依頼者の申出による必要があります。",正しい,egov.takken,,,,,,,,,,,
takken2026.v26.gyoho.0283,False,宅建業法,媒介契約,official.gyoho.b484e7.099,wording_contrast,【媒介契約】「専任の自動更新は禁止」について、正確な記述を選んでください。,専任媒介契約の更新は、依頼者の申出による必要があります。,egov.takken,,,,,,,,,,,
takken2026.v26.gyoho.0284,False,宅建業法,媒介契約,official.gyoho.b484e7.099,multiple_choice,【媒介契約】「専任の自動更新は禁止」に関する次の記述のうち、正しいものを選んでください。,専任媒介契約の更新は、依頼者の申出による必要があります。,egov.takken,,,,,,,,,,,
takken2026.v26.gyoho.0285,False,宅建業法,媒介契約,official.gyoho.b484e7.100,true_false,"【媒介契約】次の記述は正しいですか。
指定流通機構に登録した物件の契約が成立したとき、宅建業者は遅滞なく契約成立年月日や売買価格等を指定流通機構へ通知する必要はありません。",誤り,egov.takken,,,,,,,,,,,
takken2026.v26.gyoho.0286,False,宅建業法,媒介契約,official.gyoho.b484e7.100,multiple_choice,【媒介契約】「レインズへの成約通知」に関する次の記述のうち、正しいものを選んでください。,指定流通機構に登録した物件の契約が成立したとき、宅建業者は遅滞なく契約成立年月日や売買価格等を指定流通機構へ通知します。,egov.takken,,,,,,,,,,,
takken2026.v26.gyoho.0287,False,宅建業法,媒介契約,official.gyoho.b484e7.100,case_study,【媒介契約・事例】売主Aが宅建業者Bへ宅地売却の媒介を依頼しました。 次の記述のうち、最も適切なものを選んでください。,指定流通機構に登録した物件の契約が成立したとき、宅建業者は遅滞なく契約成立年月日や売買価格等を指定流通機構へ通知します。,egov.takken,,,,,,,,,,,
takken2026.v26.gyoho.0288,True,宅建業法,宅建士制度,official.gyoho.29995a.101,true_false,"【宅建士制度】次の記述は正しいですか。
氏名や住所など登録事項に変更があれば、変更登録の手続が必要です。",正しい,egov.takken,,,,,,,,,,,
takken2026.v26.gyoho.0289,False,宅建業法,宅建士制度,official.gyoho.29995a.101,wording_contrast,【宅建士制度】「登録事項変更は手続」について、正確な記述を選んでください。,氏名や住所など登録事項に変更があれば、変更登録の手続が必要です。,egov.takken,,,,,,,,,,,
takken2026.v26.gyoho.0290,False,宅建業法,宅建士制度,official.gyoho.29995a.101,multiple_choice,【宅建士制度】「登録事項変更は手続」に関する次の記述のうち、正しいものを選んでください。,氏名や住所など登録事項に変更があれば、変更登録の手続が必要です。,egov.takken,,,,,,,,,,,
takken2026.v26.gyoho.0291,False,宅建業法,宅建士制度,official.gyoho.29995a.102,true_false,"【宅建士制度】次の記述は正しいですか。
宅建士登録は、試験を行った都道府県知事に対して行うのが基本です。",正しい,egov.takken,,,,,,,,,,,
takken2026.v26.gyoho.0292,False,宅建業法,宅建士制度,official.gyoho.29995a.102,wording_contrast,【宅建士制度】「登録先は試験地の知事」について、正確な記述を選んでください。,宅建士登録は、試験を行った都道府県知事に対して行うのが基本です。,egov.takken,,,,,,,,,,,
takken2026.v26.gyoho.0293,False,宅建業法,宅建士制度,official.gyoho.29995a.103,true_false,"【宅建士制度】次の記述は正しいですか。
登録には、原則として2年以上の実務経験または登録実務講習の修了などが必要です。",正しい,egov.takken,,,,,,,,,,,
takken2026.v26.gyoho.0294,False,宅建業法,宅建士制度,official.gyoho.29995a.103,number_choice,【宅建士制度・数値】宅建士登録に必要な実務経験は、原則として何年以上か。,2年,egov.takken,,,,,,,,,,,
takken2026.v26.gyoho.0295,False,宅建業法,宅建士制度,official.gyoho.29995a.104,true_false,"【宅建士制度】次の記述は正しいですか。
宅建士証を亡失・滅失・汚損・破損した宅建士は、再交付を申請できます。",正しい,egov.takken,,,,,,,,,,,
takken2026.v26.gyoho.0296,False,宅建業法,宅建士制度,official.gyoho.29995a.104,wording_contrast,【宅建士制度】「宅建士証の再交付」について、正確な記述を選んでください。,宅建士証を亡失・滅失・汚損・破損した宅建士は、再交付を申請できます。,egov.takken,,,,,,,,,,,
takken2026.v26.gyoho.0297,False,宅建業法,宅建士制度,official.gyoho.29995a.105,wording_contrast,【宅建士制度】「宅建士の3大業務」について、正確な記述を選んでください。,重要事項説明時には、請求の有無にかかわらず宅建士証を提示する必要があります。,egov.takken,,,,,,,,,,,
takken2026.v26.gyoho.0298,False,宅建業法,宅建士制度,official.gyoho.29995a.105,multiple_choice,【宅建士制度】「宅建士の3大業務」に関する次の記述のうち、正しいものを選んでください。,重要事項説明時には、請求の有無にかかわらず宅建士証を提示する必要があります。,egov.takken,,,,,,,,,,,
takken2026.v26.gyoho.0299,False,宅建業法,宅建士制度,official.gyoho.29995a.105,case_study,【宅建士制度・事例】宅建士Aが重要事項説明または登録手続を行います。 次の記述のうち、最も適切なものを選んでください。,重要事項説明時には、請求の有無にかかわらず宅建士証を提示する必要があります。,egov.takken,,,,,,,,,,,
takken2026.v26.gyoho.0300,False,宅建業法,宅建士制度,official.gyoho.29995a.106,wording_contrast,【宅建士制度】「提示と読み上げを区別」について、正確な記述を選んでください。,重要事項説明時に宅建士証を提示する必要はありますが、住所を読み上げる義務ではありません。,egov.takken,,,,,,,,,,,
takken2026.v26.gyoho.0301,False,宅建業法,宅建士制度,official.gyoho.29995a.106,multiple_choice,【宅建士制度】「提示と読み上げを区別」に関する次の記述のうち、正しいものを選んでください。,重要事項説明時に宅建士証を提示する必要はありますが、住所を読み上げる義務ではありません。,egov.takken,,,,,,,,,,,
takken2026.v26.gyoho.0302,False,宅建業法,宅建士制度,official.gyoho.29995a.106,case_study,【宅建士制度・事例】宅建士Aが重要事項説明または登録手続を行います。 次の記述のうち、最も適切なものを選んでください。,重要事項説明時に宅建士証を提示する必要はありますが、住所を読み上げる義務ではありません。,egov.takken,,,,,,,,,,,
takken2026.v26.gyoho.0303,False,宅建業法,宅建士制度,official.gyoho.29995a.107,true_false,"【宅建士制度】次の記述は正しいですか。
37条書面には宅建士の記名が不要です。",誤り,egov.takken,,,,,,,,,,,
takken2026.v26.gyoho.0304,False,宅建業法,宅建士制度,official.gyoho.29995a.107,multiple_choice,【宅建士制度】「37条書面も宅建士の記名」に関する次の記述のうち、正しいものを選んでください。,37条書面には宅建士の記名が必要です。,egov.takken,,,,,,,,,,,
takken2026.v26.gyoho.0305,False,宅建業法,宅建士制度,official.gyoho.29995a.107,case_study,【宅建士制度・事例】宅建士Aが重要事項説明または登録手続を行います。 次の記述のうち、最も適切なものを選んでください。,37条書面には宅建士の記名が必要です。,egov.takken,,,,,,,,,,,
takken2026.v26.gyoho.0306,False,宅建業法,宅建士制度,official.gyoho.29995a.108,wording_contrast,【宅建士制度】「宅建士と専任宅建士を区別」について、正確な記述を選んでください。,重要事項説明は宅建士が行いますが、必ず専任宅建士でなければならないわけではありません。,egov.takken,,,,,,,,,,,
takken2026.v26.gyoho.0307,False,宅建業法,宅建士制度,official.gyoho.29995a.108,multiple_choice,【宅建士制度】「宅建士と専任宅建士を区別」に関する次の記述のうち、正しいものを選んでください。,重要事項説明は宅建士が行いますが、必ず専任宅建士でなければならないわけではありません。,egov.takken,,,,,,,,,,,
takken2026.v26.gyoho.0308,False,宅建業法,宅建士制度,official.gyoho.29995a.108,case_study,【宅建士制度・事例】宅建士Aが重要事項説明または登録手続を行います。 次の記述のうち、最も適切なものを選んでください。,重要事項説明は宅建士が行いますが、必ず専任宅建士でなければならないわけではありません。,egov.takken,,,,,,,,,,,
takken2026.v26.gyoho.0309,False,宅建業法,宅建士制度,official.gyoho.29995a.109,wording_contrast,【宅建士制度】「宅建士証は5年」について、正確な記述を選んでください。,宅建士証の有効期間は5年です。,egov.takken,,,,,,,,,,,
takken2026.v26.gyoho.0310,False,宅建業法,宅建士制度,official.gyoho.29995a.109,number_choice,【宅建士制度・数値】宅建士証の有効期間は何年か。,5年,egov.takken,,,,,,,,,,,
takken2026.v26.gyoho.0311,False,宅建業法,宅建士制度,official.gyoho.29995a.109,multiple_choice,【宅建士制度】「宅建士証は5年」に関する次の記述のうち、正しいものを選んでください。,宅建士証の有効期間は5年です。,egov.takken,,,,,,,,,,,
takken2026.v26.gyoho.0312,False,宅建業法,宅建士制度,official.gyoho.29995a.110,number_choice,【宅建士制度・数値】宅建士証の通常の有効期間は何年か。,5年,egov.takken,,,,,,,,,,,
takken2026.v26.gyoho.0313,False,宅建業法,宅建士制度,official.gyoho.29995a.110,multiple_choice,【宅建士制度】「登録と宅建士証を区別」に関する次の記述のうち、正しいものを選んでください。,登録の移転によって、宅建士証の有効期間が当然に新たな5年になるわけではありません。,egov.takken,,,,,,,,,,,
takken2026.v26.gyoho.0314,False,宅建業法,宅建士制度,official.gyoho.29995a.110,case_study,【宅建士制度・事例】宅建士Aが重要事項説明または登録手続を行います。 次の記述のうち、最も適切なものを選んでください。,登録の移転によって、宅建士証の有効期間が当然に新たな5年になるわけではありません。,egov.takken,,,,,,,,,,,
takken2026.v26.gyoho.0315,False,宅建業法,宅建士制度,official.gyoho.29995a.111,true_false,"【宅建士制度】次の記述は正しいですか。
登録地以外の都道府県に所在する宅建業者の事務所で業務に従事する場合、登録の移転を申請できます。",正しい,egov.takken,,,,,,,,,,,
takken2026.v26.gyoho.0316,False,宅建業法,宅建士制度,official.gyoho.29995a.111,wording_contrast,【宅建士制度】「宅建士登録の移転」について、正確な記述を選んでください。,登録地以外の都道府県に所在する宅建業者の事務所で業務に従事する場合、登録の移転を申請できます。,egov.takken,,,,,,,,,,,
takken2026.v26.gyoho.0317,False,宅建業法,宅建士制度,official.gyoho.29995a.112,true_false,"【宅建士制度】次の記述は正しいですか。
専任宅建士には、常勤性と専従性が求められません。",誤り,egov.takken,,,,,,,,,,,
takken2026.v26.gyoho.0318,True,宅建業法,宅建士制度,official.gyoho.29995a.112,multiple_choice,【宅建士制度】「専任は常勤・専従」に関する次の記述のうち、正しいものを選んでください。,専任宅建士には、常勤性と専従性が求められます。,egov.takken,,,,,,,,,,,
takken2026.v26.gyoho.0319,False,宅建業法,宅建士制度,official.gyoho.29995a.112,case_study,【宅建士制度・事例】宅建士Aが重要事項説明または登録手続を行います。 次の記述のうち、最も適切なものを選んでください。,専任宅建士には、常勤性と専従性が求められます。,egov.takken,,,,,,,,,,,
takken2026.v26.gyoho.0320,False,宅建業法,宅建士制度,official.gyoho.29995a.113,true_false,"【宅建士制度】次の記述は正しいですか。
試験に合格しただけでは宅建士としての業務はできず、登録が不要です。",誤り,egov.takken,,,,,,,,,,,
takken2026.v26.gyoho.0321,False,宅建業法,宅建士制度,official.gyoho.29995a.113,multiple_choice,【宅建士制度】「合格と登録は別」に関する次の記述のうち、正しいものを選んでください。,試験に合格しただけでは宅建士としての業務はできず、登録が必要です。,egov.takken,,,,,,,,,,,
takken2026.v26.gyoho.0322,False,宅建業法,宅建士制度,official.gyoho.29995a.113,case_study,【宅建士制度・事例】宅建士Aが重要事項説明または登録手続を行います。 次の記述のうち、最も適切なものを選んでください。,試験に合格しただけでは宅建士としての業務はできず、登録が必要です。,egov.takken,,,,,,,,,,,
takken2026.v26.gyoho.0323,False,宅建業法,宅建士制度,official.gyoho.29995a.114,wording_contrast,【宅建士制度】「宅建士証が必要」について、正確な記述を選んでください。,宅建士として重要事項説明を行うには、宅建士証の交付を受けている必要があります。,egov.takken,,,,,,,,,,,
takken2026.v26.gyoho.0324,True,宅建業法,宅建士制度,official.gyoho.29995a.114,multiple_choice,【宅建士制度】「宅建士証が必要」に関する次の記述のうち、正しいものを選んでください。,宅建士として重要事項説明を行うには、宅建士証の交付を受けている必要があります。,egov.takken,,,,,,,,,,,
takken2026.v26.gyoho.0325,False,宅建業法,宅建士制度,official.gyoho.29995a.114,case_study,【宅建士制度・事例】宅建士Aが重要事項説明または登録手続を行います。 次の記述のうち、最も適切なものを選んでください。,宅建士として重要事項説明を行うには、宅建士証の交付を受けている必要があります。,egov.takken,,,,,,,,,,,
takken2026.v26.gyoho.0326,True,宅建業法,監督処分・罰則,official.gyoho.cf1f7c.115,number_choice,【監督処分・罰則・数値】宅建士への事務禁止処分の期間は最長何年か。,1年,egov.takken,,,,,,,,,,,
takken2026.v26.gyoho.0327,False,宅建業法,監督処分・罰則,official.gyoho.cf1f7c.115,multiple_choice,【監督処分・罰則】「事務禁止処分は1年以内」に関する次の記述のうち、正しいものを選んでください。,宅建士への事務禁止処分は、1年以内の期間を定めて行われます。,egov.takken,,,,,,,,,,,
takken2026.v26.gyoho.0328,False,宅建業法,監督処分・罰則,official.gyoho.cf1f7c.115,case_study,【監督処分・罰則・事例】宅建業者または宅建士Aに宅建業法違反があった場合を考えます。 次の記述のうち、最も適切なものを選んでください。,宅建士への事務禁止処分は、1年以内の期間を定めて行われます。,egov.takken,,,,,,,,,,,
takken2026.v26.gyoho.0329,False,宅建業法,監督処分・罰則,official.gyoho.cf1f7c.116,true_false,"【監督処分・罰則】次の記述は正しいですか。
不正の手段で宅建士登録を受けた者は、登録消除処分の対象となります。",正しい,egov.takken,,,,,,,,,,,
takken2026.v26.gyoho.0330,False,宅建業法,監督処分・罰則,official.gyoho.cf1f7c.116,wording_contrast,【監督処分・罰則】「不正登録と登録消除」について、正確な記述を選んでください。,不正の手段で宅建士登録を受けた者は、登録消除処分の対象となります。,egov.takken,,,,,,,,,,,
takken2026.v26.gyoho.0331,False,宅建業法,取引時確認・住宅瑕疵担保,official.gyoho.cf1f7c.117,true_false,"【取引時確認・住宅瑕疵担保】次の記述は正しいですか。
宅建業者が宅地・建物の売買等の特定取引を行うときは、犯罪収益移転防止法に基づく取引時確認が必要となる場合がありません。",誤り,egov.aml,,,,,,,,,,,
takken2026.v26.gyoho.0332,True,宅建業法,取引時確認・住宅瑕疵担保,official.gyoho.cf1f7c.117,wording_contrast,【取引時確認・住宅瑕疵担保】「不動産売買で取引時確認」について、正確な記述を選んでください。,宅建業者が宅地・建物の売買等の特定取引を行うときは、犯罪収益移転防止法に基づく取引時確認が必要となる場合があります。,egov.aml,,,,,,,,,,,
takken2026.v26.gyoho.0333,False,宅建業法,監督処分・罰則,official.gyoho.cf1f7c.118,wording_contrast,【監督処分・罰則】「業務停止は最長1年」について、正確な記述を選んでください。,宅建業者への業務停止処分は、一定の場合に1年以内の期間で命じられます。,egov.takken,,,,,,,,,,,
takken2026.v26.gyoho.0334,False,宅建業法,監督処分・罰則,official.gyoho.cf1f7c.118,number_choice,【監督処分・罰則・数値】宅建業者への業務停止処分の期間は最長何年か。,1年,egov.takken,,,,,,,,,,,
takken2026.v26.gyoho.0335,False,宅建業法,監督処分・罰則,official.gyoho.cf1f7c.118,multiple_choice,【監督処分・罰則】「業務停止は最長1年」に関する次の記述のうち、正しいものを選んでください。,宅建業者への業務停止処分は、一定の場合に1年以内の期間で命じられます。,egov.takken,,,,,,,,,,,
takken2026.v26.gyoho.0336,False,宅建業法,監督処分・罰則,official.gyoho.cf1f7c.118,case_study,【監督処分・罰則・事例】宅建業者または宅建士Aに宅建業法違反があった場合を考えます。 次の記述のうち、最も適切なものを選んでください。,宅建業者への業務停止処分は、一定の場合に1年以内の期間で命じられます。,egov.takken,,,,,,,,,,,
takken2026.v26.gyoho.0337,False,宅建業法,監督処分・罰則,official.gyoho.cf1f7c.119,wording_contrast,【監督処分・罰則】「無免許営業は禁止」について、正確な記述を選んでください。,無免許で宅建業を営むことは禁止されています。,egov.takken,,,,,,,,,,,
