priority,questionID,isFree,category,subCategory,format,conceptID,reason
P2,takken2026.v26.gyoho.0212,False,宅建業法,営業保証金,true_false,official.gyoho.3c8b8e.075,通常全問校閲
P2,takken2026.v26.gyoho.0213,False,宅建業法,営業保証金,wording_contrast,official.gyoho.3c8b8e.075,通常全問校閲
P2,takken2026.v26.gyoho.0214,False,宅建業法,営業保証金,wording_contrast,official.gyoho.3c8b8e.076,通常全問校閲
P0,takken2026.v26.gyoho.0215,True,宅建業法,営業保証金,number_choice,official.gyoho.3c8b8e.076,無料見本のため最優先
P1,takken2026.v26.gyoho.0216,False,宅建業法,営業保証金,multiple_choice,official.gyoho.3c8b8e.076,全誤答肢の法的妥当性確認
P0,takken2026.v26.gyoho.0217,True,宅建業法,営業保証金,number_choice,official.gyoho.3c8b8e.077,無料見本のため最優先
P1,takken2026.v26.gyoho.0218,False,宅建業法,営業保証金,multiple_choice,official.gyoho.3c8b8e.077,全誤答肢の法的妥当性確認
P1,takken2026.v26.gyoho.0219,False,宅建業法,営業保証金,case_study,official.gyoho.3c8b8e.077,全誤答肢の法的妥当性確認
P2,takken2026.v26.gyoho.0220,False,宅建業法,営業保証金,true_false,official.gyoho.3c8b8e.078,通常全問校閲
P1,takken2026.v26.gyoho.0221,False,宅建業法,営業保証金,multiple_choice,official.gyoho.3c8b8e.078,全誤答肢の法的妥当性確認
P1,takken2026.v26.gyoho.0222,False,宅建業法,営業保証金,case_study,official.gyoho.3c8b8e.078,全誤答肢の法的妥当性確認
P2,takken2026.v26.gyoho.0223,False,宅建業法,営業保証金,true_false,official.gyoho.3c8b8e.079,通常全問校閲
P1,takken2026.v26.gyoho.0224,False,宅建業法,営業保証金,multiple_choice,official.gyoho.3c8b8e.079,全誤答肢の法的妥当性確認
P1,takken2026.v26.gyoho.0225,False,宅建業法,営業保証金,case_study,official.gyoho.3c8b8e.079,全誤答肢の法的妥当性確認
P2,takken2026.v26.gyoho.0226,False,宅建業法,報酬規制,true_false,official.gyoho.eec76a.080,通常全問校閲
P2,takken2026.v26.gyoho.0227,False,宅建業法,報酬規制,wording_contrast,official.gyoho.eec76a.080,通常全問校閲
P1,takken2026.v26.gyoho.0228,False,宅建業法,報酬規制,multiple_choice,official.gyoho.eec76a.080,全誤答肢の法的妥当性確認
P2,takken2026.v26.gyoho.0229,False,宅建業法,報酬規制,true_false,official.gyoho.eec76a.081,通常全問校閲
P2,takken2026.v26.gyoho.0230,False,宅建業法,報酬規制,number_choice,official.gyoho.eec76a.081,通常全問校閲
P1,takken2026.v26.gyoho.0231,False,宅建業法,報酬規制,multiple_choice,official.gyoho.eec76a.081,全誤答肢の法的妥当性確認
P2,takken2026.v26.gyoho.0232,False,宅建業法,報酬規制,true_false,official.gyoho.eec76a.082,通常全問校閲
P0,takken2026.v26.gyoho.0233,True,宅建業法,報酬規制,number_choice,official.gyoho.eec76a.082,無料見本のため最優先
P1,takken2026.v26.gyoho.0234,False,宅建業法,報酬規制,multiple_choice,official.gyoho.eec76a.082,全誤答肢の法的妥当性確認
P2,takken2026.v26.gyoho.0235,False,宅建業法,報酬規制,true_false,official.gyoho.eec76a.083,通常全問校閲
P0,takken2026.v26.gyoho.0236,True,宅建業法,報酬規制,multiple_choice,official.gyoho.eec76a.083,無料見本のため最優先 / 全誤答肢の法的妥当性確認
P1,takken2026.v26.gyoho.0237,False,宅建業法,報酬規制,case_study,official.gyoho.eec76a.083,全誤答肢の法的妥当性確認
P2,takken2026.v26.gyoho.0238,False,宅建業法,報酬規制,true_false,official.gyoho.eec76a.084,通常全問校閲
P1,takken2026.v26.gyoho.0239,False,宅建業法,報酬規制,multiple_choice,official.gyoho.eec76a.084,全誤答肢の法的妥当性確認
P1,takken2026.v26.gyoho.0240,False,宅建業法,報酬規制,case_study,official.gyoho.eec76a.084,全誤答肢の法的妥当性確認
P2,takken2026.v26.gyoho.0241,False,宅建業法,報酬規制,true_false,official.gyoho.eec76a.085,通常全問校閲
P2,takken2026.v26.gyoho.0242,False,宅建業法,報酬規制,number_choice,official.gyoho.eec76a.085,通常全問校閲
P1,takken2026.v26.gyoho.0243,False,宅建業法,報酬規制,multiple_choice,official.gyoho.eec76a.085,全誤答肢の法的妥当性確認
P2,takken2026.v26.gyoho.0244,False,宅建業法,報酬規制,true_false,official.gyoho.eec76a.086,通常全問校閲
P2,takken2026.v26.gyoho.0245,False,宅建業法,報酬規制,wording_contrast,official.gyoho.eec76a.086,通常全問校閲
P2,takken2026.v26.gyoho.0246,False,宅建業法,媒介契約,wording_contrast,official.gyoho.b484e7.087,通常全問校閲
P1,takken2026.v26.gyoho.0247,False,宅建業法,媒介契約,multiple_choice,official.gyoho.b484e7.087,全誤答肢の法的妥当性確認
P1,takken2026.v26.gyoho.0248,False,宅建業法,媒介契約,case_study,official.gyoho.b484e7.087,全誤答肢の法的妥当性確認
P2,takken2026.v26.gyoho.0249,False,宅建業法,報酬規制,number_choice,official.gyoho.b484e7.088,通常全問校閲
P1,takken2026.v26.gyoho.0250,False,宅建業法,報酬規制,multiple_choice,official.gyoho.b484e7.088,全誤答肢の法的妥当性確認
P0,takken2026.v26.gyoho.0251,True,宅建業法,報酬規制,case_study,official.gyoho.b484e7.088,無料見本のため最優先 / 全誤答肢の法的妥当性確認
P2,takken2026.v26.gyoho.0252,False,宅建業法,媒介契約,true_false,official.gyoho.b484e7.089,通常全問校閲
P2,takken2026.v26.gyoho.0253,False,宅建業法,媒介契約,wording_contrast,official.gyoho.b484e7.089,通常全問校閲
P1,takken2026.v26.gyoho.0254,False,宅建業法,媒介契約,multiple_choice,official.gyoho.b484e7.089,全誤答肢の法的妥当性確認
P2,takken2026.v26.gyoho.0255,False,宅建業法,媒介契約,true_false,official.gyoho.b484e7.090,通常全問校閲
P1,takken2026.v26.gyoho.0256,False,宅建業法,媒介契約,multiple_choice,official.gyoho.b484e7.090,全誤答肢の法的妥当性確認
P1,takken2026.v26.gyoho.0257,False,宅建業法,媒介契約,case_study,official.gyoho.b484e7.090,全誤答肢の法的妥当性確認
P2,takken2026.v26.gyoho.0258,False,宅建業法,媒介契約,number_choice,official.gyoho.b484e7.091,通常全問校閲
P1,takken2026.v26.gyoho.0259,False,宅建業法,媒介契約,multiple_choice,official.gyoho.b484e7.091,全誤答肢の法的妥当性確認
P1,takken2026.v26.gyoho.0260,False,宅建業法,媒介契約,case_study,official.gyoho.b484e7.091,全誤答肢の法的妥当性確認
P2,takken2026.v26.gyoho.0261,False,宅建業法,媒介契約,true_false,official.gyoho.b484e7.092,通常全問校閲
P2,takken2026.v26.gyoho.0262,False,宅建業法,媒介契約,number_choice,official.gyoho.b484e7.092,通常全問校閲
P1,takken2026.v26.gyoho.0263,False,宅建業法,媒介契約,multiple_choice,official.gyoho.b484e7.092,全誤答肢の法的妥当性確認
P1,takken2026.v26.gyoho.0264,False,宅建業法,媒介契約,case_study,official.gyoho.b484e7.092,全誤答肢の法的妥当性確認
P2,takken2026.v26.gyoho.0265,False,宅建業法,媒介契約,number_choice,official.gyoho.b484e7.093,通常全問校閲
P0,takken2026.v26.gyoho.0266,True,宅建業法,媒介契約,multiple_choice,official.gyoho.b484e7.093,無料見本のため最優先 / 全誤答肢の法的妥当性確認
P1,takken2026.v26.gyoho.0267,False,宅建業法,媒介契約,case_study,official.gyoho.b484e7.093,全誤答肢の法的妥当性確認
P0,takken2026.v26.gyoho.0268,True,宅建業法,媒介契約,number_choice,official.gyoho.b484e7.094,無料見本のため最優先
P1,takken2026.v26.gyoho.0269,False,宅建業法,媒介契約,multiple_choice,official.gyoho.b484e7.094,全誤答肢の法的妥当性確認
P1,takken2026.v26.gyoho.0270,False,宅建業法,媒介契約,case_study,official.gyoho.b484e7.094,全誤答肢の法的妥当性確認
P2,takken2026.v26.gyoho.0271,False,宅建業法,媒介契約,true_false,official.gyoho.b484e7.095,通常全問校閲
P2,takken2026.v26.gyoho.0272,False,宅建業法,媒介契約,number_choice,official.gyoho.b484e7.095,通常全問校閲
P0,takken2026.v26.gyoho.0273,True,宅建業法,媒介契約,multiple_choice,official.gyoho.b484e7.095,無料見本のため最優先 / 全誤答肢の法的妥当性確認
P2,takken2026.v26.gyoho.0274,False,宅建業法,媒介契約,true_false,official.gyoho.b484e7.096,通常全問校閲
P2,takken2026.v26.gyoho.0275,False,宅建業法,媒介契約,wording_contrast,official.gyoho.b484e7.096,通常全問校閲
P1,takken2026.v26.gyoho.0276,False,宅建業法,媒介契約,multiple_choice,official.gyoho.b484e7.096,全誤答肢の法的妥当性確認
P2,takken2026.v26.gyoho.0277,False,宅建業法,媒介契約,true_false,official.gyoho.b484e7.097,通常全問校閲
P2,takken2026.v26.gyoho.0278,False,宅建業法,媒介契約,wording_contrast,official.gyoho.b484e7.097,通常全問校閲
P2,takken2026.v26.gyoho.0279,False,宅建業法,媒介契約,true_false,official.gyoho.b484e7.098,通常全問校閲
P1,takken2026.v26.gyoho.0280,False,宅建業法,媒介契約,multiple_choice,official.gyoho.b484e7.098,全誤答肢の法的妥当性確認
P0,takken2026.v26.gyoho.0281,True,宅建業法,媒介契約,case_study,official.gyoho.b484e7.098,無料見本のため最優先 / 全誤答肢の法的妥当性確認
P2,takken2026.v26.gyoho.0282,False,宅建業法,媒介契約,true_false,official.gyoho.b484e7.099,通常全問校閲
P2,takken2026.v26.gyoho.0283,False,宅建業法,媒介契約,wording_contrast,official.gyoho.b484e7.099,通常全問校閲
P1,takken2026.v26.gyoho.0284,False,宅建業法,媒介契約,multiple_choice,official.gyoho.b484e7.099,全誤答肢の法的妥当性確認
P2,takken2026.v26.gyoho.0285,False,宅建業法,媒介契約,true_false,official.gyoho.b484e7.100,通常全問校閲
P1,takken2026.v26.gyoho.0286,False,宅建業法,媒介契約,multiple_choice,official.gyoho.b484e7.100,全誤答肢の法的妥当性確認
P1,takken2026.v26.gyoho.0287,False,宅建業法,媒介契約,case_study,official.gyoho.b484e7.100,全誤答肢の法的妥当性確認
P0,takken2026.v26.gyoho.0288,True,宅建業法,宅建士制度,true_false,official.gyoho.29995a.101,無料見本のため最優先
P2,takken2026.v26.gyoho.0289,False,宅建業法,宅建士制度,wording_contrast,official.gyoho.29995a.101,通常全問校閲
P1,takken2026.v26.gyoho.0290,False,宅建業法,宅建士制度,multiple_choice,official.gyoho.29995a.101,全誤答肢の法的妥当性確認
P2,takken2026.v26.gyoho.0291,False,宅建業法,宅建士制度,true_false,official.gyoho.29995a.102,通常全問校閲
P2,takken2026.v26.gyoho.0292,False,宅建業法,宅建士制度,wording_contrast,official.gyoho.29995a.102,通常全問校閲
P2,takken2026.v26.gyoho.0293,False,宅建業法,宅建士制度,true_false,official.gyoho.29995a.103,通常全問校閲
P2,takken2026.v26.gyoho.0294,False,宅建業法,宅建士制度,number_choice,official.gyoho.29995a.103,通常全問校閲
P2,takken2026.v26.gyoho.0295,False,宅建業法,宅建士制度,true_false,official.gyoho.29995a.104,通常全問校閲
P2,takken2026.v26.gyoho.0296,False,宅建業法,宅建士制度,wording_contrast,official.gyoho.29995a.104,通常全問校閲
P2,takken2026.v26.gyoho.0297,False,宅建業法,宅建士制度,wording_contrast,official.gyoho.29995a.105,通常全問校閲
P1,takken2026.v26.gyoho.0298,False,宅建業法,宅建士制度,multiple_choice,official.gyoho.29995a.105,全誤答肢の法的妥当性確認
P1,takken2026.v26.gyoho.0299,False,宅建業法,宅建士制度,case_study,official.gyoho.29995a.105,全誤答肢の法的妥当性確認
P2,takken2026.v26.gyoho.0300,False,宅建業法,宅建士制度,wording_contrast,official.gyoho.29995a.106,通常全問校閲
P1,takken2026.v26.gyoho.0301,False,宅建業法,宅建士制度,multiple_choice,official.gyoho.29995a.106,全誤答肢の法的妥当性確認
P1,takken2026.v26.gyoho.0302,False,宅建業法,宅建士制度,case_study,official.gyoho.29995a.106,全誤答肢の法的妥当性確認
P2,takken2026.v26.gyoho.0303,False,宅建業法,宅建士制度,true_false,official.gyoho.29995a.107,通常全問校閲
P1,takken2026.v26.gyoho.0304,False,宅建業法,宅建士制度,multiple_choice,official.gyoho.29995a.107,全誤答肢の法的妥当性確認
P1,takken2026.v26.gyoho.0305,False,宅建業法,宅建士制度,case_study,official.gyoho.29995a.107,全誤答肢の法的妥当性確認
P2,takken2026.v26.gyoho.0306,False,宅建業法,宅建士制度,wording_contrast,official.gyoho.29995a.108,通常全問校閲
P1,takken2026.v26.gyoho.0307,False,宅建業法,宅建士制度,multiple_choice,official.gyoho.29995a.108,全誤答肢の法的妥当性確認
P1,takken2026.v26.gyoho.0308,False,宅建業法,宅建士制度,case_study,official.gyoho.29995a.108,全誤答肢の法的妥当性確認
P2,takken2026.v26.gyoho.0309,False,宅建業法,宅建士制度,wording_contrast,official.gyoho.29995a.109,通常全問校閲
P2,takken2026.v26.gyoho.0310,False,宅建業法,宅建士制度,number_choice,official.gyoho.29995a.109,通常全問校閲
P1,takken2026.v26.gyoho.0311,False,宅建業法,宅建士制度,multiple_choice,official.gyoho.29995a.109,全誤答肢の法的妥当性確認
P2,takken2026.v26.gyoho.0312,False,宅建業法,宅建士制度,number_choice,official.gyoho.29995a.110,通常全問校閲
P1,takken2026.v26.gyoho.0313,False,宅建業法,宅建士制度,multiple_choice,official.gyoho.29995a.110,全誤答肢の法的妥当性確認
P1,takken2026.v26.gyoho.0314,False,宅建業法,宅建士制度,case_study,official.gyoho.29995a.110,全誤答肢の法的妥当性確認
P2,takken2026.v26.gyoho.0315,False,宅建業法,宅建士制度,true_false,official.gyoho.29995a.111,通常全問校閲
P2,takken2026.v26.gyoho.0316,False,宅建業法,宅建士制度,wording_contrast,official.gyoho.29995a.111,通常全問校閲
P2,takken2026.v26.gyoho.0317,False,宅建業法,宅建士制度,true_false,official.gyoho.29995a.112,通常全問校閲
P0,takken2026.v26.gyoho.0318,True,宅建業法,宅建士制度,multiple_choice,official.gyoho.29995a.112,無料見本のため最優先 / 全誤答肢の法的妥当性確認
P1,takken2026.v26.gyoho.0319,False,宅建業法,宅建士制度,case_study,official.gyoho.29995a.112,全誤答肢の法的妥当性確認
P2,takken2026.v26.gyoho.0320,False,宅建業法,宅建士制度,true_false,official.gyoho.29995a.113,通常全問校閲
P1,takken2026.v26.gyoho.0321,False,宅建業法,宅建士制度,multiple_choice,official.gyoho.29995a.113,全誤答肢の法的妥当性確認
P1,takken2026.v26.gyoho.0322,False,宅建業法,宅建士制度,case_study,official.gyoho.29995a.113,全誤答肢の法的妥当性確認
P2,takken2026.v26.gyoho.0323,False,宅建業法,宅建士制度,wording_contrast,official.gyoho.29995a.114,通常全問校閲
P0,takken2026.v26.gyoho.0324,True,宅建業法,宅建士制度,multiple_choice,official.gyoho.29995a.114,無料見本のため最優先 / 全誤答肢の法的妥当性確認
P1,takken2026.v26.gyoho.0325,False,宅建業法,宅建士制度,case_study,official.gyoho.29995a.114,全誤答肢の法的妥当性確認
P0,takken2026.v26.gyoho.0326,True,宅建業法,監督処分・罰則,number_choice,official.gyoho.cf1f7c.115,無料見本のため最優先
P1,takken2026.v26.gyoho.0327,False,宅建業法,監督処分・罰則,multiple_choice,official.gyoho.cf1f7c.115,全誤答肢の法的妥当性確認
P1,takken2026.v26.gyoho.0328,False,宅建業法,監督処分・罰則,case_study,official.gyoho.cf1f7c.115,全誤答肢の法的妥当性確認
P2,takken2026.v26.gyoho.0329,False,宅建業法,監督処分・罰則,true_false,official.gyoho.cf1f7c.116,通常全問校閲
P2,takken2026.v26.gyoho.0330,False,宅建業法,監督処分・罰則,wording_contrast,official.gyoho.cf1f7c.116,通常全問校閲
P1,takken2026.v26.gyoho.0331,False,宅建業法,取引時確認・住宅瑕疵担保,true_false,official.gyoho.cf1f7c.117,近年改正・周辺法令確認
P0,takken2026.v26.gyoho.0332,True,宅建業法,取引時確認・住宅瑕疵担保,wording_contrast,official.gyoho.cf1f7c.117,無料見本のため最優先 / 近年改正・周辺法令確認
P2,takken2026.v26.gyoho.0333,False,宅建業法,監督処分・罰則,wording_contrast,official.gyoho.cf1f7c.118,通常全問校閲
P2,takken2026.v26.gyoho.0334,False,宅建業法,監督処分・罰則,number_choice,official.gyoho.cf1f7c.118,通常全問校閲
P1,takken2026.v26.gyoho.0335,False,宅建業法,監督処分・罰則,multiple_choice,official.gyoho.cf1f7c.118,全誤答肢の法的妥当性確認
P1,takken2026.v26.gyoho.0336,False,宅建業法,監督処分・罰則,case_study,official.gyoho.cf1f7c.118,全誤答肢の法的妥当性確認
P2,takken2026.v26.gyoho.0337,False,宅建業法,監督処分・罰則,wording_contrast,official.gyoho.cf1f7c.119,通常全問校閲
P1,takken2026.v26.gyoho.0338,False,宅建業法,監督処分・罰則,multiple_choice,official.gyoho.cf1f7c.119,全誤答肢の法的妥当性確認
P1,takken2026.v26.gyoho.0339,False,宅建業法,監督処分・罰則,case_study,official.gyoho.cf1f7c.119,全誤答肢の法的妥当性確認
P2,takken2026.v26.gyoho.0340,False,宅建業法,監督処分・罰則,wording_contrast,official.gyoho.cf1f7c.120,通常全問校閲
P1,takken2026.v26.gyoho.0341,False,宅建業法,監督処分・罰則,multiple_choice,official.gyoho.cf1f7c.120,全誤答肢の法的妥当性確認
P1,takken2026.v26.gyoho.0342,False,宅建業法,監督処分・罰則,case_study,official.gyoho.cf1f7c.120,全誤答肢の法的妥当性確認
P1,takken2026.v26.gyoho.0343,False,宅建業法,取引時確認・住宅瑕疵担保,true_false,official.gyoho.cf1f7c.121,近年改正・周辺法令確認
P0,takken2026.v26.gyoho.0344,True,宅建業法,取引時確認・住宅瑕疵担保,number_choice,official.gyoho.cf1f7c.121,無料見本のため最優先 / 近年改正・周辺法令確認
P1,takken2026.v26.gyoho.0345,False,宅建業法,取引時確認・住宅瑕疵担保,multiple_choice,official.gyoho.cf1f7c.121,近年改正・周辺法令確認 / 全誤答肢の法的妥当性確認
P1,takken2026.v26.gyoho.0346,False,宅建業法,重要事項説明（35条）,wording_contrast,official.gyoho.2192a0.122,近年改正・周辺法令確認
P1,takken2026.v26.gyoho.0347,False,宅建業法,重要事項説明（35条）,multiple_choice,official.gyoho.2192a0.122,近年改正・周辺法令確認 / 全誤答肢の法的妥当性確認
P1,takken2026.v26.gyoho.0348,False,宅建業法,重要事項説明（35条）,case_study,official.gyoho.2192a0.122,近年改正・周辺法令確認 / 全誤答肢の法的妥当性確認
P1,takken2026.v26.gyoho.0349,False,宅建業法,重要事項説明（35条）,true_false,official.gyoho.2192a0.123,近年改正・周辺法令確認
P1,takken2026.v26.gyoho.0350,False,宅建業法,重要事項説明（35条）,wording_contrast,official.gyoho.2192a0.123,近年改正・周辺法令確認
P1,takken2026.v26.gyoho.0351,False,宅建業法,重要事項説明（35条）,multiple_choice,official.gyoho.2192a0.123,近年改正・周辺法令確認 / 全誤答肢の法的妥当性確認
P1,takken2026.v26.gyoho.0352,False,宅建業法,重要事項説明（35条）,true_false,official.gyoho.2192a0.124,近年改正・周辺法令確認
P1,takken2026.v26.gyoho.0353,False,宅建業法,重要事項説明（35条）,wording_contrast,official.gyoho.2192a0.124,近年改正・周辺法令確認
P0,takken2026.v26.gyoho.0354,True,宅建業法,重要事項説明（35条）,multiple_choice,official.gyoho.2192a0.124,無料見本のため最優先 / 近年改正・周辺法令確認 / 全誤答肢の法的妥当性確認
P1,takken2026.v26.gyoho.0355,False,宅建業法,重要事項説明（35条）,true_false,official.gyoho.2192a0.125,近年改正・周辺法令確認
P1,takken2026.v26.gyoho.0356,False,宅建業法,重要事項説明（35条）,wording_contrast,official.gyoho.2192a0.125,近年改正・周辺法令確認
P1,takken2026.v26.gyoho.0357,False,宅建業法,重要事項説明（35条）,multiple_choice,official.gyoho.2192a0.125,近年改正・周辺法令確認 / 全誤答肢の法的妥当性確認
P1,takken2026.v26.gyoho.0358,False,宅建業法,重要事項説明（35条）,wording_contrast,official.gyoho.2192a0.126,近年改正・周辺法令確認
P1,takken2026.v26.gyoho.0359,False,宅建業法,重要事項説明（35条）,multiple_choice,official.gyoho.2192a0.126,近年改正・周辺法令確認 / 全誤答肢の法的妥当性確認
P1,takken2026.v26.gyoho.0360,False,宅建業法,重要事項説明（35条）,case_study,official.gyoho.2192a0.126,近年改正・周辺法令確認 / 全誤答肢の法的妥当性確認
P1,takken2026.v26.gyoho.0361,False,宅建業法,重要事項説明（35条）,true_false,official.gyoho.2192a0.127,近年改正・周辺法令確認
P1,takken2026.v26.gyoho.0362,False,宅建業法,重要事項説明（35条）,multiple_choice,official.gyoho.2192a0.127,近年改正・周辺法令確認 / 全誤答肢の法的妥当性確認
P1,takken2026.v26.gyoho.0363,False,宅建業法,重要事項説明（35条）,case_study,official.gyoho.2192a0.127,近年改正・周辺法令確認 / 全誤答肢の法的妥当性確認
P1,takken2026.v26.gyoho.0364,False,宅建業法,重要事項説明（35条）,true_false,official.gyoho.2192a0.128,近年改正・周辺法令確認
P1,takken2026.v26.gyoho.0365,False,宅建業法,重要事項説明（35条）,multiple_choice,official.gyoho.2192a0.128,近年改正・周辺法令確認 / 全誤答肢の法的妥当性確認
P1,takken2026.v26.gyoho.0366,False,宅建業法,重要事項説明（35条）,case_study,official.gyoho.2192a0.128,近年改正・周辺法令確認 / 全誤答肢の法的妥当性確認
P1,takken2026.v26.gyoho.0367,False,宅建業法,重要事項説明（35条）,wording_contrast,official.gyoho.2192a0.129,近年改正・周辺法令確認
P1,takken2026.v26.gyoho.0368,False,宅建業法,重要事項説明（35条）,multiple_choice,official.gyoho.2192a0.129,近年改正・周辺法令確認 / 全誤答肢の法的妥当性確認
P1,takken2026.v26.gyoho.0369,False,宅建業法,重要事項説明（35条）,case_study,official.gyoho.2192a0.129,近年改正・周辺法令確認 / 全誤答肢の法的妥当性確認
P0,takken2026.v26.gyoho.0370,True,宅建業法,重要事項説明（35条）,true_false,official.gyoho.2192a0.130,無料見本のため最優先 / 近年改正・周辺法令確認
P1,takken2026.v26.gyoho.0371,False,宅建業法,重要事項説明（35条）,wording_contrast,official.gyoho.2192a0.130,近年改正・周辺法令確認
P1,takken2026.v26.gyoho.0372,False,宅建業法,重要事項説明（35条）,true_false,official.gyoho.2192a0.131,近年改正・周辺法令確認
P1,takken2026.v26.gyoho.0373,False,宅建業法,重要事項説明（35条）,wording_contrast,official.gyoho.2192a0.131,近年改正・周辺法令確認
P1,takken2026.v26.gyoho.0374,False,宅建業法,重要事項説明（35条）,multiple_choice,official.gyoho.2192a0.131,近年改正・周辺法令確認 / 全誤答肢の法的妥当性確認
P1,takken2026.v26.gyoho.0375,False,宅建業法,取引時確認・住宅瑕疵担保,true_false,official.gyoho.2192a0.132,近年改正・周辺法令確認
P1,takken2026.v26.gyoho.0376,False,宅建業法,取引時確認・住宅瑕疵担保,wording_contrast,official.gyoho.2192a0.132,近年改正・周辺法令確認
P1,takken2026.v26.gyoho.0377,False,宅建業法,取引時確認・住宅瑕疵担保,multiple_choice,official.gyoho.2192a0.132,近年改正・周辺法令確認 / 全誤答肢の法的妥当性確認
P1,takken2026.v26.gyoho.0378,False,宅建業法,取引時確認・住宅瑕疵担保,true_false,official.gyoho.2192a0.133,近年改正・周辺法令確認
P0,takken2026.v26.gyoho.0379,True,宅建業法,取引時確認・住宅瑕疵担保,wording_contrast,official.gyoho.2192a0.133,無料見本のため最優先 / 近年改正・周辺法令確認
P1,takken2026.v26.gyoho.0380,False,宅建業法,取引時確認・住宅瑕疵担保,multiple_choice,official.gyoho.2192a0.133,近年改正・周辺法令確認 / 全誤答肢の法的妥当性確認
P1,takken2026.v26.gyoho.0381,False,宅建業法,重要事項説明（35条）,true_false,official.gyoho.2192a0.134,近年改正・周辺法令確認
P1,takken2026.v26.gyoho.0382,False,宅建業法,重要事項説明（35条）,wording_contrast,official.gyoho.2192a0.134,近年改正・周辺法令確認
P1,takken2026.v26.gyoho.0383,False,宅建業法,取引時確認・住宅瑕疵担保,true_false,official.gyoho.2192a0.135,近年改正・周辺法令確認
P1,takken2026.v26.gyoho.0384,False,宅建業法,取引時確認・住宅瑕疵担保,wording_contrast,official.gyoho.2192a0.135,近年改正・周辺法令確認
P1,takken2026.v26.gyoho.0385,False,宅建業法,重要事項説明（35条）,true_false,official.gyoho.2192a0.136,近年改正・周辺法令確認
P1,takken2026.v26.gyoho.0386,False,宅建業法,重要事項説明（35条）,wording_contrast,official.gyoho.2192a0.136,近年改正・周辺法令確認
P1,takken2026.v26.gyoho.0387,False,宅建業法,重要事項説明（35条）,multiple_choice,official.gyoho.2192a0.136,近年改正・周辺法令確認 / 全誤答肢の法的妥当性確認
P1,takken2026.v26.gyoho.0388,False,宅建業法,重要事項説明（35条）,true_false,official.gyoho.2192a0.137,近年改正・周辺法令確認
P1,takken2026.v26.gyoho.0389,False,宅建業法,重要事項説明（35条）,multiple_choice,official.gyoho.2192a0.137,近年改正・周辺法令確認 / 全誤答肢の法的妥当性確認
P1,takken2026.v26.gyoho.0390,False,宅建業法,重要事項説明（35条）,case_study,official.gyoho.2192a0.137,近年改正・周辺法令確認 / 全誤答肢の法的妥当性確認
P1,takken2026.v26.gyoho.0391,False,宅建業法,重要事項説明（35条）,true_false,official.gyoho.2192a0.138,近年改正・周辺法令確認
P1,takken2026.v26.gyoho.0392,False,宅建業法,重要事項説明（35条）,wording_contrast,official.gyoho.2192a0.138,近年改正・周辺法令確認
P1,takken2026.v26.gyoho.0393,False,宅建業法,重要事項説明（35条）,multiple_choice,official.gyoho.2192a0.138,近年改正・周辺法令確認 / 全誤答肢の法的妥当性確認
P0,takken2026.v26.gyoho.0394,True,宅建業法,重要事項説明（35条）,true_false,official.gyoho.2192a0.139,無料見本のため最優先 / 近年改正・周辺法令確認
P1,takken2026.v26.gyoho.0395,False,宅建業法,重要事項説明（35条）,wording_contrast,official.gyoho.2192a0.139,近年改正・周辺法令確認
P1,takken2026.v26.gyoho.0396,False,宅建業法,重要事項説明（35条）,multiple_choice,official.gyoho.2192a0.139,近年改正・周辺法令確認 / 全誤答肢の法的妥当性確認
P1,takken2026.v26.gyoho.0397,False,宅建業法,重要事項説明（35条）,case_study,official.gyoho.2192a0.139,近年改正・周辺法令確認 / 全誤答肢の法的妥当性確認
P1,takken2026.v26.gyoho.0398,False,宅建業法,重要事項説明（35条）,wording_contrast,official.gyoho.2192a0.140,近年改正・周辺法令確認
P0,takken2026.v26.gyoho.0399,True,宅建業法,重要事項説明（35条）,multiple_choice,official.gyoho.2192a0.140,無料見本のため最優先 / 近年改正・周辺法令確認 / 全誤答肢の法的妥当性確認
P1,takken2026.v26.gyoho.0400,False,宅建業法,重要事項説明（35条）,case_study,official.gyoho.2192a0.140,近年改正・周辺法令確認 / 全誤答肢の法的妥当性確認
P1,takken2026.v26.rights.0001,False,権利関係,不動産登記法,true_false,official.rights.2430e0.001,近年改正・周辺法令確認
P1,takken2026.v26.rights.0002,False,権利関係,不動産登記法,number_choice,official.rights.2430e0.001,近年改正・周辺法令確認
P1,takken2026.v26.rights.0003,False,権利関係,不動産登記法,multiple_choice,official.rights.2430e0.001,近年改正・周辺法令確認 / 全誤答肢の法的妥当性確認
P1,takken2026.v26.rights.0004,False,権利関係,不動産登記法,true_false,official.rights.2430e0.002,近年改正・周辺法令確認
P1,takken2026.v26.rights.0005,False,権利関係,不動産登記法,wording_contrast,official.rights.2430e0.002,近年改正・周辺法令確認
P1,takken2026.v26.rights.0006,False,権利関係,不動産登記法,multiple_choice,official.rights.2430e0.002,近年改正・周辺法令確認 / 全誤答肢の法的妥当性確認
P1,takken2026.v26.rights.0007,False,権利関係,不動産登記法,wording_contrast,official.rights.2430e0.003,近年改正・周辺法令確認
P1,takken2026.v26.rights.0008,False,権利関係,不動産登記法,number_choice,official.rights.2430e0.003,近年改正・周辺法令確認
P1,takken2026.v26.rights.0009,False,権利関係,不動産登記法,true_false,official.rights.2430e0.004,近年改正・周辺法令確認
